isbsg_project_id,project_prf_year_of_project,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,external_eef_organisation_type_banking_insurance_stock,external_eef_organisation_type_banking,external_eef_organisation_type_communications,external_eef_organisation_type_education_institution,external_eef_organisation_type_financial_banking_insurance_stock,external_eef_organisation_type_financial_property_and_business_services,external_eef_organisation_type_government,external_eef_organisation_type_medical_and_health_care,external_eef_organisation_type_transport_and_storage,external_eef_organisation_type_wholesale_and_retail_trade,external_eef_industry_sector_banking,external_eef_industry_sector_financial,project_prf_application_group_business_application,project_prf_application_group_infrastructure_software,project_prf_application_group_missing,project_prf_application_group_real_time_application,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_missing,functional_size_group_l_1000_2999,functional_size_group_m_100_999,functional_size_group_s_100,functional_size_group_xl_3000_8999,functional_size_group_xxl_9000_17999,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xl,project_prf_relative_size_xs,project_prf_relative_size_xxl,project_prf_relative_size_xxs,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_missing,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_lean,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_client_server,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_client_server_don_t_know,tech_tf_client_server_missing,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_yes
19627,2014,cards and payments,Missing,17,687,771,17.27198,20.3405,3.236854,2.070192,7.290729,3,2,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
14387,2014,financial transaction process/accounting; workflow support & management,Java,132,110,160,1.4090282,1.4201267,17.293049,0.7996924,3.4951565,2,4,2,0,1,0,0,0,0,1,0,0,0,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11705,2014,management or performance reporting; online analysis and reporting,PL/I,344,10497,10213,18.346252,18.209044,40.137623,2.5218694,8.503135,3,3,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18118,2014,financial transaction process/accounting,Java,15,3288,3426,66.9546,72.942474,0.5548374,1.2278144,14.966208,1,8,0,0,1,1,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
28080,2014,financial transaction process/accounting,AppBuilder,465,4290,4603,3.9291186,4.446297,63.165836,6.120836,5.872223,3,2,2,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
26012,2014,financial transaction process/accounting; workflow support & management,C#,28,159,234,3.9553192,4.90041,5.0580626,2.0953343,10.812398,1,4,2,0,1,1,0,0,0,1,1,1,1,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16682,2014,financial transaction process/accounting,.Net,406,7886,6668,22.489073,23.27364,81.93165,7.95653,3.3385932,14,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
25715,2014,online analysis and reporting,FOCUS,203,1334,1396,10.724838,15.237824,45.35199,2.2634194,10.004702,8,2,2,0,1,0,0,0,1,0,0,0,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
30636,2014,customer billing/relationship management,C#,79,377,428,5.13304,5.1531696,2.7582705,2.9069774,12.742054,2,2,0,0,1,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29221,2014,surveillance and security,.Net,612,3529,2721,7.5351615,7.5620337,60.901726,3.081068,13.237739,5,2,0,0,1,0,0,0,1,0,0,0,0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20504,2014,customer billing/relationship management,COBOL,148,1668,1642,9.033171,7.4908724,3.742959,0.96417695,21.816216,1,11,0,0,1,0,1,0,0,0,0,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12313,2014,financial transaction process/accounting,COBOL,190,3464,3211,62.39868,59.328156,50.464592,1.147991,5.7335157,7,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16217,2014,surveillance and security,C#,169,1271,1149,4.9029512,6.1794696,17.971083,,18.81168,3,6,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
29653,2014,business application,Java,83,878,905,11.429886,13.216548,13.907985,3.1947522,7.4812107,2,16,2,0,1,0,0,0,0,1,0,0,0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22069,2014,financial transaction process/accounting,C++,44,114,106,7.392409,7.073154,4.103244,4.274772,12.245489,2,3,2,0,1,1,1,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15986,2014,operating system or software utility,C#,282,1390,1632,2.320779,2.6239007,27.390772,3.252535,4.410864,1,5,2,0,1,0,1,0,1,1,1,1,1,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
22908,2014,financial transaction process/accounting,C#,945,3453,3869,1.7058277,1.673416,49.868237,8.630367,9.38461,1,3,2,0,1,0,1,0,0,0,0,1,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20820,2014,financial transaction process/accounting,Unix,1866,24699,22029,41.953506,50.77828,259.56418,16.016188,4.4191003,19,11,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
27333,2014,financial transaction process/accounting,COBOL,970,6649,5758,3.1056147,3.0879688,71.30356,7.7058587,9.003591,7,4,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32095,2014,financial transaction process/accounting; workflow support & management,Missing,31,2071,2118,87.90368,90.68037,16.351246,1.8926257,9.158516,4,2,0,0,1,0,0,0,0,0,1,0,0,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31333,2014,financial transaction process/accounting,Java,161,1709,1638,13.794617,14.663544,23.38299,,7.563052,2,3,0,0,1,0,0,0,0,1,0,1,0,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
14387,2014,financial transaction process/accounting,COBOL,25,681,551,28.670546,31.882917,2.9332426,2.476087,27.625183,2,4,0,0,1,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
17331,2014,management or performance reporting,Java,648,12050,10709,21.611542,20.46493,55.91038,2.0373416,10.673866,2,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22549,2014,financial transaction process/accounting,Java,21,335,295,12.153774,13.897155,6.430364,0.4816754,5.244069,3,2,0,0,1,1,0,0,0,0,0,0,0,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16481,2014,financial transaction process/accounting,Oracle,8,1550,1291,48.150024,43.020546,2.3122606,0.5554237,3.292653,5,2,0,0,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20995,2014,financial transaction process/accounting; workflow support & management,COBOL,128,689,764,15.752648,20.900957,43.6669,7.3600116,5.225626,2,11,0,0,1,0,1,0,0,1,0,1,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28080,2014,online analysis and reporting,Script Language,927,7085,6263,13.637558,15.576056,259.02133,20.5575,2.7660198,27,2,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32095,2014,business application,COBOL,156,57,57,1.5959253,1.6944268,39.230114,7.1022263,5.72541,1,10,2,0,1,0,1,0,0,0,0,1,1,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
31969,2014,financial transaction process/accounting; workflow support & management,COBOL,47,173,182,5.15368,6.302817,17.423603,1.460678,4.034302,1,4,0,0,1,1,1,0,0,0,0,1,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11497,2014,business application,C#,10,2746,2602,29.2401,31.37843,0.50026137,1.0079515,9.454529,2,10,0,0,1,0,0,0,1,0,0,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20964,2014,surveillance and security,C++,242,4625,3993,18.616596,17.478586,75.52295,9.69034,4.0739455,3,2,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16089,2014,financial transaction process/accounting,PL/I,24,5294,5379,62.77756,62.7533,1.0276564,2.323873,12.362394,4,2,0,0,1,0,0,0,1,1,1,0,0,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
